@relation letter-weka.filters.unsupervised.attribute.RandomProjection-N10-R10-DSparse1-weka.filters.unsupervised.attribute.RandomProjection-N16-R10-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
51,-15,6,87,-78,-81,-57,-15,-39,51,-30,48,-96,-150,-42,0,M
60,-36,90,99,-63,-93,-75,45,-3,147,-39,54,-90,-60,-18,9,J
27,-33,111,156,-93,-105,-102,57,3,162,-57,93,-93,-69,-24,0,J
-6,-15,60,90,-48,-63,-63,42,-27,90,-18,60,-99,-87,-57,-27,C
27,-24,51,84,-90,-75,-48,18,-9,69,-78,69,-66,-87,-51,3,J
12,-30,75,114,-60,-75,-48,54,-33,117,-66,63,-108,-45,3,24,T
33,-36,33,-63,39,3,36,63,-57,45,-39,-9,-75,-33,-60,6,I
-15,-12,78,147,-78,-93,-105,33,-3,123,0,78,-102,-69,-39,-45,E
27,-24,54,75,-90,-81,-45,15,-3,78,-72,60,-72,-75,-54,-3,J
36,-39,51,21,-33,-63,-12,24,-9,129,-42,6,-75,-15,-30,-6,F
126,-54,45,0,-12,-75,-54,21,-27,141,18,0,-99,-141,-81,-24,J
3,-6,18,72,-105,-102,-36,-33,0,81,-48,30,-90,-60,-51,-27,M
30,0,63,153,-144,-159,-108,-24,15,135,-30,63,-126,-84,-39,-27,V
-51,3,99,234,-183,-144,-123,15,24,105,-75,138,-120,-93,-39,-21,X
-3,-6,87,183,-138,-153,-114,-3,27,180,-30,72,-117,-48,-18,-30,K
30,-36,51,60,-36,-57,-18,42,-39,102,-60,33,-96,-45,-6,24,Y
30,-36,108,123,-81,-111,-87,45,15,192,-33,60,-102,-54,-33,-15,J
24,-6,45,96,-84,-93,-72,6,-15,75,-21,57,-105,-120,-60,-18,O
18,-33,54,57,-63,-84,-36,9,6,138,-36,21,-78,-12,-33,-27,E
18,-18,33,48,-66,-81,-18,-3,-9,111,-60,15,-75,-21,-27,-3,W
-27,3,30,141,-111,-96,-72,-21,6,75,-27,63,-81,-63,-15,-24,U
-3,-9,84,168,-138,-138,-102,6,18,144,-48,84,-114,-75,-39,-24,D
30,-18,54,90,-117,-117,-57,-9,9,78,-42,51,-117,-78,-48,-15,C
-27,-0,63,108,-99,-105,-66,12,-3,93,-36,60,-117,-45,-57,-39,K
15,-9,63,117,-108,-114,-81,9,-6,90,-36,69,-120,-93,-57,-24,R
-15,12,69,213,-189,-177,-132,-36,33,132,-45,96,-120,-69,-33,-42,K
21,-42,66,-6,-21,-42,12,57,-24,102,-75,18,-81,-15,-57,3,F
39,-18,24,-15,-27,-54,-12,15,-36,48,-21,9,-99,-90,-93,-27,Q
-36,9,69,216,-201,-177,-138,-36,33,123,-45,111,-126,-87,-69,-72,T
-15,6,81,162,-168,-165,-102,-15,27,135,-54,81,-135,-75,-69,-42,H
15,-12,36,90,-108,-135,-45,-45,27,177,-36,0,-90,12,-3,-24,W
-12,-6,102,234,-210,-183,-147,-12,45,129,-51,129,-138,-105,-54,-45,Q
-36,15,57,171,-141,-141,-102,-18,9,126,-36,75,-117,-63,-45,-45,L
24,-12,36,102,-90,-87,-69,-0,-15,60,-30,63,-93,-114,-48,-15,U
-33,-3,114,273,-201,-168,-168,9,42,138,-48,153,-120,-108,-39,-42,Q
12,-6,75,168,-150,-153,-114,-9,15,129,-39,84,-126,-84,-48,-36,B
30,-9,42,132,-123,-108,-96,-12,0,57,-33,84,-90,-132,-57,-24,A
33,-24,63,84,-60,-102,-51,15,-6,162,-27,18,-105,-18,-3,-3,V
-0,-12,63,141,-144,-123,-84,-6,15,87,-57,87,-105,-99,-60,-27,B
51,-42,36,-45,6,-30,30,33,-24,96,-48,-21,-63,-9,-36,12,F
66,-12,-0,-45,18,-18,0,24,-66,12,-3,-3,-87,-150,-93,0,H
30,-36,33,3,-24,-57,-0,12,-15,120,-33,-9,-75,-9,-33,-15,U
-63,39,51,201,-141,-126,-105,-18,12,99,-36,87,-96,-75,-18,-18,M
24,-12,72,150,-147,-147,-99,-12,21,108,-33,75,-129,-87,-39,-24,C
-18,-3,27,69,-105,-87,-24,-6,-21,45,-84,54,-99,-69,-72,-18,B
-15,6,60,141,-114,-114,-90,3,0,90,-30,75,-111,-81,-48,-30,R
-21,9,60,150,-114,-117,-105,12,-21,87,-24,90,-135,-129,-84,-48,Q
69,-51,111,90,-48,-66,-75,93,-30,123,-63,90,-99,-141,-69,18,J
24,3,45,111,-129,-141,-72,-30,9,105,-36,42,-123,-75,-42,-18,V
9,-3,42,120,-147,-153,-81,-45,21,141,-48,45,-105,-51,-60,-51,P
21,9,45,129,-150,-174,-105,-48,12,150,-24,45,-135,-87,-81,-63,Q
6,-27,39,15,-45,-54,9,21,-18,96,-78,15,-69,-15,-45,0,N
66,-33,60,-3,-36,-66,-18,33,-12,90,-39,15,-90,-75,-72,0,A
3,-30,48,111,-90,-99,-57,-6,9,153,-36,39,-81,-33,-15,-27,U
-15,-27,60,78,-54,-66,-24,42,-30,108,-66,45,-102,-15,-21,-3,T
21,-3,57,147,-117,-123,-108,-3,-3,105,-21,78,-111,-126,-57,-30,Q
27,-15,63,123,-108,-123,-102,0,3,129,-18,66,-108,-105,-72,-48,Q
12,-27,57,15,-39,-54,-9,42,-24,78,-57,30,-93,-48,-72,-12,D
0,-27,33,57,-69,-60,3,12,-18,87,-99,33,-63,-12,-9,21,W
-18,-12,30,141,-141,-114,-48,-36,18,117,-90,57,-63,-21,3,-3,W
60,-9,30,102,-90,-114,-78,-18,-18,96,-15,39,-111,-114,-30,-6,M
48,-18,90,126,-105,-123,-93,27,3,135,-48,72,-111,-96,-45,0,A
24,-15,78,135,-84,-120,-102,24,-12,153,-6,60,-132,-90,-42,-30,C
-9,-9,90,186,-129,-135,-123,21,3,135,-30,99,-129,-81,-42,-39,Z
48,-33,3,-96,33,9,54,36,-57,-0,-39,-21,-66,-63,-78,6,Q
30,-18,90,111,-111,-120,-84,30,0,96,-42,78,-135,-105,-72,-18,E
-12,-9,84,129,-123,-138,-78,3,24,162,-45,54,-117,-21,-42,-36,E
-6,-6,48,117,-120,-114,-72,-12,6,105,-54,63,-90,-63,-57,-36,V
-24,-3,108,189,-138,-135,-117,36,9,150,-63,111,-120,-87,-60,-27,X
30,-3,48,111,-102,-123,-99,-3,-21,90,-6,63,-138,-138,-87,-48,Q
-27,3,63,180,-168,-144,-99,-21,24,111,-66,93,-102,-66,-42,-33,X
9,-15,36,78,-72,-75,-57,12,-27,60,-27,57,-102,-108,-72,-33,Q
6,0,60,150,-120,-129,-105,-0,-9,102,-21,78,-132,-111,-57,-36,Q
42,-24,30,15,-54,-75,-21,0,-15,75,-30,12,-93,-63,-63,-21,Q
24,-48,87,33,-24,-54,-15,69,-18,144,-69,30,-81,3,-33,3,I
-12,6,90,204,-183,-174,-132,-15,36,150,-48,102,-126,-96,-60,-42,H
-12,-6,66,177,-117,-105,-105,21,-15,90,-45,105,-108,-114,-39,-18,D
63,-48,69,30,-36,-75,-30,30,3,153,-30,9,-78,-27,-27,-3,J
18,-3,51,57,-54,-78,-51,27,-30,57,-15,42,-123,-96,-69,-18,R
-6,-33,36,-6,-18,-39,21,36,-39,87,-63,6,-90,0,-51,-15,Y
30,-30,63,168,-126,-108,-87,3,12,114,-66,87,-72,-75,12,15,Y
18,-9,30,108,-102,-102,-48,-12,-18,102,-69,48,-93,-84,-24,9,W
-0,-30,72,69,-72,-81,-39,33,-3,120,-57,48,-93,-36,-57,-24,S
9,3,45,93,-117,-123,-72,-21,9,72,-15,48,-123,-90,-72,-42,P
15,-27,45,12,-33,-48,9,33,-24,96,-78,15,-69,-18,-39,12,N
-9,-9,105,192,-156,-165,-126,3,39,183,-33,87,-126,-51,-39,-45,Z
33,-9,60,78,-84,-96,-54,21,-18,81,-51,54,-114,-108,-63,3,P
12,-9,69,105,-111,-117,-72,9,3,96,-42,63,-120,-81,-63,-24,B
15,-6,51,84,-81,-99,-54,9,-15,99,-42,42,-108,-63,-45,-12,U
-3,-21,105,219,-141,-123,-132,39,9,120,-51,132,-111,-108,-24,-12,E
18,3,33,96,-96,-120,-51,-24,-6,126,-39,21,-108,-51,-18,-3,W
18,3,51,117,-120,-123,-84,-9,-3,69,-30,66,-123,-105,-60,-24,E
27,-15,75,138,-99,-111,-102,24,-9,120,-30,81,-111,-120,-57,-21,O
12,-9,45,87,-108,-102,-69,-3,-6,60,-39,66,-105,-108,-90,-42,J
12,9,51,63,-72,-102,-69,9,-18,84,-6,39,-126,-105,-99,-45,R
33,-27,-3,-33,-24,-33,24,-3,-33,33,-48,-6,-63,-51,-60,-9,M
-36,-3,36,108,-81,-78,-72,9,-24,75,-21,69,-99,-96,-81,-60,D
18,-36,114,135,-81,-108,-84,60,-0,189,-60,72,-105,-27,-21,-6,I
54,-9,18,54,-42,-60,-48,15,-54,39,-21,42,-102,-162,-63,6,N
18,-24,96,102,-90,-114,-66,39,-0,156,-57,57,-120,-51,-51,-12,P
-21,-12,72,147,-81,-93,-105,24,3,129,3,75,-93,-66,-42,-54,E
-12,45,72,195,-201,-243,-159,-57,15,183,-3,66,-210,-105,-111,-96,Q
15,-18,60,129,-90,-105,-69,18,-21,123,-51,60,-114,-60,-12,0,V
-9,-42,51,60,-60,-54,-15,27,-6,111,-78,42,-54,3,-27,-15,Y
-9,27,30,174,-210,-201,-99,-96,51,153,-63,48,-102,-36,-33,-42,M
12,27,87,243,-255,-249,-186,-78,81,144,-3,102,-156,-102,-66,-78,S
33,-39,54,6,-30,-48,6,39,-18,99,-69,15,-72,-24,-39,12,F
-15,12,66,150,-120,-138,-108,-9,12,126,-3,63,-126,-69,-51,-51,K
21,-42,57,99,-90,-75,-42,12,15,111,-72,57,-48,-30,-3,6,T
51,-36,30,-33,-9,-30,12,33,-36,45,-42,6,-78,-69,-69,-0,O
3,-36,69,114,-81,-81,-54,33,-9,135,-72,66,-78,-39,-21,-6,T
12,-30,72,111,-57,-69,-45,57,-39,105,-69,66,-108,-54,0,27,T
21,6,63,132,-90,-99,-90,15,-3,96,-27,69,-90,-114,-33,6,A
-27,-18,51,81,-72,-57,-42,33,-21,48,-54,72,-87,-66,-66,-30,Z
51,-33,45,18,-21,-75,-30,12,-9,150,-3,-12,-84,-15,-30,-24,F
-45,-18,90,156,-108,-96,-90,42,0,111,-51,102,-105,-51,-54,-45,Z
-24,-18,99,147,-117,-123,-90,30,15,165,-54,81,-111,-42,-57,-42,Z
24,-36,66,90,-54,-66,-42,45,-24,120,-66,54,-81,-48,-12,15,T
24,-15,48,78,-78,-102,-42,-3,0,135,-45,21,-90,-24,-15,-3,N
9,-21,78,81,-90,-99,-51,27,3,120,-60,54,-102,-54,-63,-18,D
-3,-24,21,39,-63,-48,-3,9,-24,48,-78,39,-63,-48,-48,-6,N
18,-18,45,51,-57,-66,-33,21,-18,66,-39,39,-90,-69,-51,-9,X
-6,12,42,135,-117,-111,-93,-9,-9,57,-18,78,-117,-135,-69,-33,N
-3,-24,24,33,-48,-36,-0,21,-30,48,-78,39,-57,-51,-48,-0,N
-15,18,66,210,-207,-201,-141,-57,45,147,-30,87,-135,-78,-57,-66,V
27,-36,33,27,-39,-69,-12,0,-3,138,-30,-6,-69,0,-18,-18,U
12,-48,48,36,-42,-39,3,39,-21,99,-90,36,-54,-18,-27,9,T
-9,21,54,195,-198,-189,-129,-63,45,138,-36,78,-114,-78,-51,-54,R
-6,15,30,120,-135,-135,-75,-45,15,102,-39,45,-96,-60,-48,-36,M
-24,15,90,195,-189,-180,-120,-18,36,138,-54,96,-141,-84,-63,-39,H
6,-15,66,210,-162,-132,-114,-9,18,102,-63,111,-90,-90,0,-3,U
57,-42,42,-9,0,-54,-6,24,-18,138,-15,-21,-75,-0,-21,-9,F
-6,-27,90,135,-111,-111,-81,30,9,141,-60,81,-102,-48,-48,-30,Z
15,-27,42,24,-45,-60,0,21,-18,108,-72,15,-72,-21,-39,3,N
66,-12,6,39,-78,-99,-39,-36,-15,63,-12,9,-105,-111,-51,-12,M
-3,-24,60,162,-141,-138,-84,-27,36,171,-45,57,-87,-21,0,-30,X
9,-21,-3,-24,-36,-36,45,0,-42,45,-93,-3,-66,-33,-51,12,W
30,-12,72,111,-87,-126,-90,9,-0,150,-3,42,-129,-72,-45,-33,G
30,-27,45,57,-57,-57,-30,27,-21,63,-57,48,-75,-78,-39,9,O
0,-15,72,156,-132,-144,-96,-15,30,177,-33,57,-102,-30,-21,-39,E
3,21,72,210,-225,-222,-132,-63,48,168,-63,81,-141,-72,-48,-39,M
-12,-15,36,63,-57,-48,-30,27,-30,36,-48,57,-84,-78,-57,-15,D
-30,9,78,186,-123,-132,-126,9,6,120,0,90,-132,-87,-45,-51,C
-0,-6,96,240,-198,-171,-141,-9,39,129,-63,126,-117,-93,-18,-15,F
21,-42,105,102,-66,-96,-63,54,6,189,-54,51,-93,-9,-21,-9,I
33,-27,90,120,-123,-126,-84,18,18,132,-60,75,-105,-75,-57,-18,J
-15,-3,78,150,-111,-117,-93,15,9,120,-27,75,-114,-66,-36,-27,I
-24,9,69,192,-135,-135,-120,0,3,123,-27,93,-120,-93,-39,-36,G
66,-21,87,132,-129,-138,-99,9,18,111,-36,75,-123,-120,-42,3,A
-45,-30,87,129,-90,-72,-69,54,-6,99,-63,99,-90,-45,-60,-42,Z
-3,-18,81,147,-126,-123,-90,12,15,132,-48,81,-108,-72,-48,-30,S
0,-24,84,105,-105,-114,-66,18,18,141,-48,57,-105,-33,-51,-33,Z
-21,-6,57,81,-69,-84,-69,24,-18,96,-12,57,-114,-96,-102,-63,G
15,-21,36,36,-51,-63,-27,15,-21,78,-39,30,-84,-66,-66,-24,X
-18,-24,69,129,-81,-84,-57,39,-24,114,-63,72,-108,-39,-15,-6,T
-6,-33,60,81,-48,-63,-27,45,-33,120,-66,45,-96,-18,-15,-0,T
24,-48,84,33,-30,-57,-15,60,-9,144,-63,27,-78,0,-33,-0,I
-3,-18,75,42,-27,-51,-30,57,-15,99,-36,36,-84,-27,-51,-12,L
42,-24,69,87,-51,-105,-66,15,3,174,0,12,-102,-6,6,-12,F
0,-21,42,117,-129,-123,-69,-21,3,117,-57,60,-102,-57,-57,-48,Y
0,-21,33,24,-51,-45,-12,24,-27,24,-51,42,-84,-63,-72,-21,B
-18,15,75,207,-189,-180,-141,-33,36,120,-21,99,-138,-96,-60,-60,X
27,-9,45,111,-126,-132,-69,-24,6,120,-57,48,-102,-66,-42,-18,V
27,3,51,123,-117,-126,-93,-12,0,87,-24,63,-114,-105,-54,-24,G
30,-39,57,51,-42,-66,-33,33,-18,126,-42,30,-84,-45,-39,-12,C
24,-12,45,84,-78,-93,-48,12,-27,78,-42,45,-120,-81,-36,0,V
-9,-9,51,120,-111,-90,-63,6,-0,69,-63,78,-81,-81,-45,-12,O
-6,-9,57,156,-105,-96,-99,18,-18,87,-33,96,-105,-135,-57,-27,O
15,-6,54,117,-81,-90,-84,21,-24,81,-24,72,-108,-123,-57,-18,O
-6,-3,72,129,-132,-147,-81,-18,33,159,-33,45,-114,-27,-39,-39,K
-3,-30,60,39,-51,-60,-12,33,-6,105,-63,30,-75,-6,-42,-12,X
-9,-15,27,63,-84,-66,-21,3,-18,54,-81,51,-69,-54,-54,-12,L
24,-42,57,-12,-18,-39,6,48,-21,99,-60,15,-72,-27,-69,-12,J
6,-21,48,111,-96,-84,-54,9,-6,78,-60,66,-81,-60,-21,-3,U
33,-21,15,-75,21,-9,36,36,-51,12,-27,-15,-84,-60,-84,-6,R
45,-30,-15,-102,12,-15,72,0,-45,39,-60,-48,-60,-21,-63,6,W
-12,-12,60,180,-132,-132,-108,-18,24,162,-24,72,-90,-60,-18,-42,U
-42,-15,36,75,-84,-57,-27,15,-15,48,-72,66,-72,-54,-69,-33,X
-3,-9,69,135,-126,-132,-81,-12,30,153,-39,54,-96,-42,-33,-30,K
66,-30,48,-21,-27,-54,-6,27,-12,66,-33,6,-81,-72,-69,3,A
24,-3,39,102,-144,-138,-57,-42,24,111,-72,42,-87,-54,-42,-12,M
3,-0,60,123,-99,-114,-84,6,-6,108,-24,60,-117,-81,-48,-27,H
-9,-9,72,102,-63,-78,-78,45,-24,93,-18,72,-114,-105,-78,-36,G
-15,3,69,180,-144,-141,-108,-0,-3,120,-54,93,-126,-84,-45,-30,H
9,-3,51,147,-138,-150,-81,-36,24,162,-45,42,-102,-30,-6,-18,N
-0,-9,66,171,-120,-135,-105,-12,21,171,-18,60,-99,-48,-6,-30,U
0,-18,54,126,-117,-102,-84,6,-6,69,-39,87,-108,-111,-72,-42,S
-12,-12,57,72,-39,-72,-63,33,-24,126,-3,39,-102,-66,-75,-54,C
33,0,-12,33,-36,-51,-39,-9,-57,24,-3,27,-93,-168,-87,-24,N
12,-27,78,117,-63,-75,-51,60,-39,102,-72,72,-114,-54,-3,27,T
3,-30,51,54,-36,-54,-15,42,-36,102,-60,33,-93,-27,-24,3,T
-12,15,36,144,-168,-159,-81,-54,21,123,-69,57,-102,-54,-51,-36,M
0,-33,114,150,-87,-90,-84,72,-6,147,-75,99,-96,-54,-27,3,J
57,-36,87,90,-75,-117,-72,18,21,192,-21,27,-96,-36,-21,-12,J
9,0,27,63,-87,-93,-42,-15,-9,75,-42,33,-90,-72,-63,-24,N
9,-39,42,-6,-0,-24,24,57,-54,75,-69,12,-90,-6,-33,9,T
-12,-15,45,135,-123,-99,-54,-3,-3,84,-78,75,-90,-69,-21,-0,V
6,-30,66,135,-102,-105,-69,12,3,153,-63,63,-84,-36,-12,-12,T
-6,-30,60,21,-21,-42,-12,54,-30,90,-48,30,-87,-15,-60,-24,I
9,-24,39,-33,15,-24,3,48,-42,66,-9,0,-93,-45,-87,-36,C
36,-33,48,21,-33,-69,-21,15,-3,129,-18,-0,-81,-24,-36,-18,C
24,-18,9,24,-72,-81,-18,-27,-9,78,-39,9,-78,-54,-63,-33,M
-39,-27,102,180,-117,-99,-105,51,3,123,-57,120,-102,-66,-51,-42,Z
27,-27,51,45,-33,-69,-18,30,-27,123,-42,12,-99,-21,-12,9,Y
-57,-24,102,198,-126,-99,-111,51,3,117,-60,132,-102,-66,-51,-48,Z
18,-27,24,6,-39,-45,21,24,-45,57,-90,18,-84,-39,-42,18,W
-18,-6,78,156,-78,-93,-105,39,-15,123,-9,84,-111,-93,-42,-33,C
-15,0,63,165,-114,-114,-105,6,0,111,-24,84,-105,-90,-39,-33,G
33,-30,96,123,-105,-105,-81,45,-3,108,-66,90,-111,-99,-54,0,I
9,-12,69,147,-132,-126,-99,3,6,102,-42,87,-114,-102,-60,-33,B
-42,-6,66,138,-117,-96,-72,21,-6,78,-66,93,-102,-66,-60,-33,X
12,6,42,111,-138,-141,-63,-39,21,120,-63,39,-93,-36,-33,-15,M
-9,-6,102,198,-177,-159,-123,12,21,108,-57,120,-147,-111,-63,-30,Q
9,-12,33,9,-30,-60,-21,15,-24,81,-12,9,-96,-60,-81,-39,G
9,-21,48,24,-57,-66,-12,18,-6,84,-54,24,-81,-39,-63,-15,H
9,-15,33,66,-81,-60,-33,12,-18,27,-66,63,-72,-96,-60,-3,Z
-24,9,54,144,-120,-120,-90,-6,-0,99,-30,72,-114,-81,-54,-39,L
24,-21,60,108,-81,-114,-78,-6,18,162,3,27,-96,-30,-12,-33,C
-6,-15,48,126,-102,-111,-57,-6,-3,144,-57,45,-96,-24,-6,-12,V
3,-15,60,144,-93,-87,-93,30,-27,81,-39,96,-105,-132,-57,-21,O
30,-12,75,153,-120,-144,-111,-3,12,144,-9,63,-129,-75,-27,-30,G
45,-45,39,-33,3,-36,15,33,-24,108,-33,-15,-72,-18,-48,-9,C
12,-18,69,126,-120,-105,-66,15,3,96,-78,81,-93,-87,-42,3,P
45,-24,21,-45,-12,-45,18,15,-33,51,-30,-15,-93,-48,-69,-9,Q
6,6,57,159,-171,-165,-114,-48,45,111,-15,69,-114,-81,-54,-54,X
-3,-9,63,144,-120,-114,-75,3,6,138,-72,72,-84,-72,-33,-6,N
-3,-12,33,69,-60,-63,-54,18,-33,60,-27,57,-93,-111,-87,-42,O
-36,-6,42,117,-72,-54,-66,33,-36,39,-39,90,-90,-114,-66,-30,D
3,6,60,150,-144,-144,-102,-21,18,111,-39,72,-108,-69,-48,-36,K
18,-21,42,54,-78,-96,-24,-9,6,129,-48,12,-87,-21,-30,-12,N
39,-30,48,66,-69,-72,-42,18,-12,84,-54,48,-75,-78,-42,0,O
18,-9,36,72,-78,-90,-54,3,-24,66,-27,45,-114,-96,-66,-27,Q
15,-18,27,-6,-24,-39,0,24,-33,39,-33,15,-87,-66,-72,-15,G
33,-39,33,-9,-6,-45,12,33,-45,108,-48,-6,-93,-21,-39,-3,Y
42,-24,54,111,-96,-102,-84,3,0,108,-27,63,-90,-114,-51,-21,O
12,-45,42,42,-48,-60,-6,15,-6,129,-60,15,-63,9,-12,-9,Y
3,-24,69,75,-78,-99,-48,15,9,144,-39,33,-96,-15,-45,-33,E
9,-30,54,12,-36,-60,-6,30,-12,105,-45,12,-87,-9,-54,-21,E
9,-18,48,39,-36,-63,-33,30,-27,84,-15,27,-108,-66,-63,-27,C
3,-33,36,18,-27,-36,12,45,-54,60,-78,30,-96,-39,-45,6,T
6,-15,15,63,-93,-84,-27,-24,-6,72,-57,33,-75,-60,-48,-21,M
-36,-6,60,138,-108,-105,-105,9,-3,99,-9,87,-111,-99,-96,-84,S
-21,-9,96,192,-144,-138,-108,18,18,156,-63,99,-111,-60,-30,-21,X
6,12,54,66,-63,-96,-72,18,-24,84,-3,42,-126,-105,-99,-45,R
12,-27,24,-6,-24,-36,0,24,-36,57,-45,18,-75,-60,-81,-27,H
-27,-9,60,111,-105,-99,-57,18,-15,93,-69,72,-111,-57,-63,-30,E
-9,9,81,165,-144,-138,-105,0,24,114,-45,87,-108,-84,-48,-21,A
27,-48,87,48,-33,-66,-27,57,-6,162,-54,27,-81,3,-24,-3,I
15,-36,48,24,-45,-66,-12,21,-12,117,-51,15,-81,-9,-48,-24,F
-30,-6,42,114,-75,-60,-66,27,-30,45,-36,84,-90,-108,-63,-30,D
6,-0,54,165,-171,-165,-117,-42,27,123,-33,78,-117,-90,-66,-60,J
33,-3,42,72,-54,-90,-60,6,-18,99,-0,24,-108,-81,-36,-12,K
45,-18,27,-60,9,-27,24,27,-27,51,-27,-21,-69,-42,-66,3,A
48,-24,48,69,-78,-108,-66,-0,-12,120,-21,33,-111,-78,-63,-36,Q
33,-36,63,27,9,-21,-18,81,-57,75,-45,39,-87,-63,-36,18,I
9,-18,54,36,-27,-57,-33,42,-33,84,-18,30,-108,-66,-66,-24,C
-0,-3,51,135,-123,-147,-72,-33,21,186,-42,27,-102,-3,-3,-24,W
-12,-12,57,78,-51,-84,-75,18,-6,129,15,36,-99,-48,-72,-72,E
-6,-3,87,189,-153,-174,-123,-21,42,201,-18,63,-123,-27,-18,-48,K
15,-18,45,69,-84,-102,-39,-12,12,129,-36,18,-87,-18,-27,-21,H
9,27,57,216,-246,-237,-138,-96,69,171,-57,72,-123,-63,-39,-45,M
45,-12,18,-6,9,-21,-21,42,-69,27,-12,24,-90,-150,-93,-6,H
-27,15,48,189,-150,-132,-108,-18,0,93,-48,96,-108,-108,-42,-27,D
69,-15,84,162,-156,-156,-120,-9,30,114,-33,87,-120,-144,-42,0,A
-6,12,69,141,-147,-168,-105,-24,18,141,-21,57,-147,-63,-72,-60,E
102,-54,66,12,-18,-54,-36,54,-30,102,-30,30,-90,-126,-66,12,J
6,-9,90,207,-186,-159,-117,-3,27,123,-81,117,-117,-111,-39,-6,P
6,-12,45,72,-72,-72,-57,21,-24,39,-24,63,-108,-111,-81,-33,B
9,-9,39,69,-96,-108,-51,-12,-6,93,-36,36,-111,-63,-72,-42,E
48,-12,60,96,-72,-96,-72,21,-18,96,-24,51,-111,-108,-36,6,P
36,-36,24,-27,-18,-42,24,9,-12,87,-45,-18,-60,-0,-30,0,H
-12,0,87,183,-153,-165,-114,-15,39,183,-33,69,-117,-33,-24,-39,K
3,-3,54,162,-144,-147,-87,-33,27,159,-45,54,-99,-54,-9,-15,N
27,-18,123,231,-177,-201,-180,9,27,231,-30,114,-150,-108,-75,-69,J
-42,-6,111,240,-168,-138,-123,39,6,126,-90,144,-126,-93,-30,-6,X
-15,0,69,174,-150,-141,-120,-3,3,105,-39,102,-126,-108,-78,-57,I
0,-15,54,114,-108,-114,-78,-9,12,123,-30,54,-93,-45,-48,-48,T
-18,-15,66,156,-105,-81,-99,33,-15,54,-39,114,-96,-120,-60,-33,S
15,-12,51,93,-96,-120,-57,-21,24,153,-24,18,-90,-12,-15,-24,K
18,-27,75,87,-72,-99,-48,24,3,162,-48,33,-96,-21,-21,-6,F
3,-9,39,57,-75,-84,-57,6,-18,54,-12,48,-114,-99,-99,-57,B
48,-21,21,-81,15,-18,39,27,-30,36,-33,-27,-66,-42,-72,6,A
-3,-6,39,42,-60,-63,-24,18,-21,36,-39,39,-99,-66,-63,-15,R
-27,-3,90,180,-90,-102,-126,39,0,135,-3,96,-102,-78,-39,-45,E
18,-21,33,78,-93,-84,-39,-12,6,90,-63,42,-57,-45,-30,-9,N
21,-15,12,111,-132,-108,-42,-36,-12,78,-93,57,-81,-93,-30,6,W
39,-18,33,45,-72,-96,-45,-9,-12,93,-21,21,-105,-75,-66,-33,Q
-3,-6,108,168,-117,-135,-117,33,15,159,-30,87,-123,-66,-45,-30,L
-3,-6,99,189,-165,-165,-114,3,27,168,-66,93,-126,-66,-42,-24,F
39,-12,51,72,-60,-78,-57,24,-24,69,-24,48,-105,-111,-51,-0,P
18,-21,87,105,-108,-126,-75,21,6,135,-45,60,-129,-60,-63,-30,J
48,-33,45,36,-30,-75,-36,12,-9,147,-12,-0,-78,-24,-24,-18,F
18,-36,27,-3,-24,-42,9,15,-18,93,-45,0,-63,-15,-42,-15,U
42,-36,117,129,-84,-96,-93,78,-18,135,-69,102,-114,-123,-66,6,J
24,-21,36,30,-30,-45,-27,33,-39,51,-30,36,-90,-93,-66,-12,O
-48,18,51,276,-210,-165,-144,-54,45,102,-33,120,-99,-90,15,-27,U
9,-36,66,72,-33,-48,-18,63,-42,96,-72,48,-96,-24,-0,27,T
-12,0,99,252,-180,-153,-156,9,27,117,-45,141,-114,-126,-30,-21,S
-6,3,78,150,-129,-147,-93,-9,27,159,-30,54,-117,-33,-24,-27,K
-6,0,45,144,-129,-126,-81,-18,0,111,-54,66,-102,-63,-33,-24,M
0,-18,66,144,-111,-132,-84,-15,30,189,-24,39,-90,0,3,-33,X
6,0,66,111,-114,-120,-84,9,-6,84,-36,72,-129,-105,-84,-36,F
45,-39,120,147,-93,-120,-102,54,12,192,-48,78,-105,-60,-21,0,J
-9,-6,111,195,-147,-150,-129,30,12,150,-45,111,-141,-105,-63,-33,S
24,-30,36,-6,-24,-45,15,27,-27,96,-69,3,-69,-21,-45,6,N
-3,-33,57,9,-6,-24,3,63,-36,75,-54,27,-78,-15,-48,-6,I
27,-21,48,39,-51,-78,-36,15,-12,99,-21,21,-99,-57,-57,-24,G
-18,-3,81,168,-135,-123,-90,18,3,132,-81,96,-102,-87,-48,-9,N
51,-18,63,54,-78,-96,-51,12,6,93,-33,36,-96,-84,-60,-6,A
-9,-12,51,123,-90,-81,-72,21,-21,72,-45,81,-96,-99,-51,-21,D
12,-18,81,141,-117,-114,-87,21,6,105,-51,84,-108,-75,-36,-12,E
